Ensembl	CDDP-25-1	CDDP-25-2	CDDP-25-3	CDDP-50-1	CDDP-50-2	CDDP-50-3	CON-1	CON-2	CON-3	symbol																		
ENSG00000272438.1	4.78840721	6.29699625	5.284805764	4.508833193	14.37356387	8.026486704	5.654150874	2.521945758	3.225012676	AL645608.6																		
ENSG00000230699.2	21.06899173	22.48927232	26.42402882	7.514721988	23.95593978	24.07946011	21.90983464	7.565837275	16.93131655	AL645608.2																		
ENSG00000223764.2	39.26493913	32.38455214	29.59491228	28.55594356	36.732441	36.92183884	55.83473988	64.72994113	77.40030423	LINC02593																		
ENSG00000187634.11	41.18030201	77.36309678	73.9872807	129.2532182	138.9444507	134.8449766	110.255942	118.5314506	143.5130641	SAMD11																		
ENSG00000188976.10	2443.045359	2594.362455	2887.61787	3320.004174	3856.906305	3146.382788	1301.16147	1379.50433	1241.62988	NOC2L																		
ENSG00000187961.13	350.5114078	365.2257825	277.9807832	371.2272662	426.4157281	420.5879033	217.6848086	245.4693871	240.2634444	KLHL17																		
ENSG00000187583.10	89.06437411	104.3502236	113.0948434	106.7090522	191.6475183	94.71254311	54.42120216	67.25188689	37.89389895	PLEKHN1																		
ENSG00000187642.9	30.64580615	31.48498125	29.59491228	51.10010952	46.31481692	27.29005479	16.25568376	26.90075476	12.09379754	PERM1																		
ENSG00000272512.1	122.5832246	113.3459325	199.7656579	198.3886605	225.185834	234.3734118	25.44367893	19.33491748	23.3813419	AL645608.7																		
ENSG00000188290.10	312.2041501	310.351958	324.4870739	724.4191997	506.2688608	674.2248831	198.6020494	226.1344697	135.4505324	HES4																		
ENSG00000187608.8	2302.266187	2302.001915	2336.941109	1887.698163	2018.687192	1438.346417	89.05287626	80.70226427	95.94412712	ISG15																		
ENSG00000224969.1	22.02667317	18.89098875	39.10756266	21.04122157	30.34419039	33.71124416	3.533844296	1.681297172	1.612506338	AL645608.1																		
ENSG00000188157.14	7190.272267	7456.54313	6652.513496	9336.290598	9826.726499	10087.68849	12680.1401	12814.84705	12463.06149	AGRN																		
ENSG00000217801.9	242.2934048	287.8626857	247.3289098	148.7914954	202.8269568	223.1363304	78.45134337	71.45512982	101.5878993	AL390719.1																		
ENSG00000273443.1	48.84175355	46.77768643	58.13286341	48.09422072	51.10600487	36.92183884	13.42860833	15.13167455	23.3813419	AL645608.8																		
ENSG00000131591.17	132.160039	134.9356339	149.0315226	172.8386057	255.5300244	239.1893038	282.7075437	321.1277599	260.4197736	C1orf159																		
ENSG00000198976.1	21.06899173	22.48927232	24.31010652	9.017666386	15.97062652	19.26356809	4.240613155	0.840648586	7.256278522	MIR429																		
ENSG00000272141.1	64.16465662	72.86524232	98.29738722	69.13544229	76.65900731	51.3695149	20.49629692	22.69751183	8.86878486	AL390719.2																		
ENSG00000078808.16	3009.992772	2911.91098	3555.617318	4215.759035	3928.774125	3875.187781	2147.163794	2229.40005	2046.270543	SDF4																		
ENSG00000176022.4	601.4239456	551.4369573	460.8350626	511.0010952	485.5070463	444.6673634	420.5274712	454.7908851	441.0204835	B3GALT6																		
ENSG00000184163.3	15.32290307	21.58970143	29.59491228	37.57360994	52.70306752	59.39600161	7.067688592	5.043891517	11.28754437	C1QTNF12																		
ENSG00000160087.20	1222.959202	1110.070482	1332.828014	1247.44385	1293.620748	1173.472356	539.2646396	501.8672059	475.6893698	UBE2J2																		
ENSG00000230415.1	21.06899173	20.69013053	16.91137845	21.04122157	12.77650122	27.29005479	7.067688592	8.406485861	4.031265846	LINC01786																		
ENSG00000162572.20	132.160039	134.9356339	210.3352694	144.2826622	199.6328315	176.5827075	60.07535303	52.96086093	63.69400036	SCNN1D																		
ENSG00000131584.18	1717.122826	1820.731487	1893.017425	2538.473088	2408.37048	2287.548711	1221.296589	1303.005308	1004.591449	ACAP3																		
ENSG00000169972.11	158.0174379	188.9098875	195.5378133	220.9328265	198.0357689	174.9774101	173.8651394	205.118255	157.219368	PUSL1																		
ENSG00000127054.20	1425.029986	1446.509996	1755.612475	1767.462612	2199.155272	2008.226973	931.5213564	922.191499	965.8912966	INTS11																		
ENSG00000240731.1	62.24929374	57.57253714	103.582193	84.16488627	65.47956874	104.3443272	14.13537718	14.29102596	16.12506338	AL139287.1																		
ENSG00000224051.6	242.2934048	261.7751298	260.0124436	148.7914954	261.918275	155.7138421	340.6625901	284.1392221	338.626331	CPTP																		
ENSG00000169962.4	43.09566489	66.56824607	54.96197995	82.66194187	108.6002604	70.63308299	11.30830175	10.08778303	15.31881021	TAS1R3																		
ENSG00000107404.19	687.6152754	686.3725912	656.3728759	647.7690354	784.1577623	597.1706108	980.9951766	994.4872774	948.95998	DVL1																		
ENSG00000162576.16	76.61451537	90.85666017	108.8669987	117.229663	105.406135	150.89795	88.3461074	84.9055072	132.2255197	MXRA8																		
ENSG00000175756.13	983.538841	912.1648853	1136.233239	1514.967953	1545.956647	1377.345118	1188.078452	1224.82499	1156.167045	AURKAIP1																		
ENSG00000221978.11	4251.147921	4043.571163	5691.735808	5939.63626	7039.852171	7117.888409	1088.424043	1161.776346	1207.767247	CCNL2																		
ENSG00000224870.6	309.3311058	278.8669768	248.3858709	184.8621609	207.6181448	202.2674649	238.1811056	208.4808494	254.7760014	MRPL20-AS1																		
ENSG00000242485.5	350.5114078	325.6446632	357.2528697	359.203711	356.1449715	333.9018469	473.5351357	488.4168285	478.1081293	MRPL20																		
ENSG00000272455.1	38.30725768	45.87811553	66.58855263	76.65016428	76.65900731	134.8449766	31.09782981	31.10399769	24.99384824	MRPL20-DT																		
ENSG00000225285.1	25.85739894	26.98712678	30.65187343	12.02355518	17.56768917	11.23708139	12.72183947	13.45037738	25.80010141	LINC01770																		
ENSG00000179403.11	783.3834196	752.0412664	582.3855952	691.3544229	479.1187957	735.2261821	1494.816137	1447.596865	1644.756465	VWA1																		
ENSG00000215915.9	29.6881247	28.78626857	42.27844611	115.7267186	63.88250609	65.81719097	45.23320699	39.51048355	41.92516479	ATAD3C																		
ENSG00000160072.19	494.1636241	484.8687112	527.4236153	780.0281424	779.3665743	767.3321289	294.7226143	361.478892	266.869799	ATAD3B																		
ENSG00000197785.13	361.0459037	418.3004652	452.3793734	668.810257	558.9719283	531.3534198	718.077161	856.6209093	533.7395979	ATAD3A																		
ENSG00000205090.8	15.32290307	15.29270518	19.02530075	12.02355518	15.97062652	22.47416277	28.97752323	39.51048355	24.18759507	TMEM240																		
ENSG00000160075.11	562.1590065	564.9305207	435.467995	616.207203	504.6717981	531.3534198	1185.958146	1282.829742	1196.479703	SSU72																		
ENSG00000228594.3	30.64580615	31.48498125	50.73413534	45.08833193	52.70306752	38.52713618	156.1959179	200.0743635	145.9318236	FNDC10																		
ENSG00000272106.1	109.1756844	102.5510818	170.1707456	132.259107	210.8122701	126.8184899	18.37599034	17.65362031	20.9625824	AL691432.2																		
ENSG00000197530.12	1846.40982	1721.778689	2181.567819	1898.218774	2084.166761	1831.644266	362.5724248	357.2756491	409.5766099	MIB2																		
ENSG00000189409.13	7.661451537	7.196567142	8.455689223	6.011777591	12.77650122	22.47416277	2.120306578	3.362594344	3.225012676	MMP23B																		
ENSG00000248333.8	981.6234781	960.7417135	1122.492744	1196.343741	1220.155866	1098.023381	650.2273505	669.9969231	648.227548	CDK11B																		
ENSG00000189339.11	556.4129179	470.4755769	487.2590915	371.2272662	319.4125304	335.5071442	761.8968302	736.4081614	750.6217004	SLC35E2B																		
ENSG00000269737.2	32.56116903	39.58111928	40.16452381	19.53827717	22.35887713	33.71124416	57.95504646	40.35113213	41.92516479	AL691432.1																		
ENSG00000008128.22	87.14901123	98.05322732	142.6897556	136.7679402	180.4680797	142.8714633	12.01507061	11.76908021	4.031265846	CDK11A																		
ENSG00000268575.1	21.06899173	17.09184696	15.85441729	3.005888795	25.55300244	11.23708139	14.84214604	10.08778303	16.12506338	AL031282.2																		
ENSG00000227775.3	59.37624941	42.27983196	46.50629073	15.02944398	30.34419039	43.3430282	38.87228726	31.94464627	33.05637993	AL031282.1																		
ENSG00000215790.6	39.26493913	35.08326482	43.33540727	39.07655434	38.32950365	36.92183884	32.51136752	42.03242931	32.25012676	SLC35E2A																		
ENSG00000008130.15	1218.170794	1289.085089	1330.714091	1372.188235	1287.232498	1292.264359	868.618928	878.4777725	776.4218019	NADK																		
ENSG00000078369.17	1213.382387	1163.145164	988.2586779	1109.172965	1613.033279	1295.474954	4212.342401	4441.987129	4061.097213	GNB1																		
ENSG00000169885.9	26.81508038	23.38884321	29.59491228	19.53827717	19.16475183	30.50064947	2.120306578	7.565837275	2.418759507	CALML6																		
ENSG00000178821.12	36.3918948	42.27983196	19.02530075	61.6207203	31.94125304	40.13243352	13.42860833	15.13167455	15.31881021	TMEM52																		
ENSG00000187730.8	25.85739894	28.78626857	21.13922306	13.52649958	19.16475183	19.26356809	2.120306578	4.203242931	0.806253169	GABRD																		
ENSG00000067606.16	50.75711643	41.38026107	62.36070802	90.17666386	83.04725792	104.3443272	262.2112468	237.0629013	249.1322293	PRKCZ																		
ENSG00000182873.5	17.23826596	23.38884321	20.0822619	33.06477675	31.94125304	38.52713618	25.44367893	20.17556607	26.60635458	PRKCZ-AS1																		
ENSG00000162585.16	792.0025526	774.5305387	965.0055326	1086.6288	1255.291245	977.6260805	483.4298997	509.4330432	463.5955722	FAAP20																		
ENSG00000157933.9	441.4911448	431.7940285	343.5123747	380.2449326	333.7860943	348.3495229	739.2802267	770.0341049	770.7780297	SKI																		
ENSG00000116151.13	62.24929374	57.57253714	67.64551378	81.15899747	102.2120097	128.4237873	99.65440915	90.7900473	104.0066588	MORN1																		
ENSG00000269896.2	13.40754019	10.79485071	15.85441729	1.502944398	11.17943857	19.26356809	29.68429209	21.85686324	26.60635458	AL513477.1																		
ENSG00000157916.19	1792.77966	1679.498857	2089.612199	2153.719322	2036.254882	2125.413679	1166.168618	1342.515792	1315.805172	RER1																		
ENSG00000157911.9	158.9751194	171.8180405	174.3985902	211.9151601	202.8269568	211.899249	307.4444538	320.2871113	316.8574955	PEX10																		
ENSG00000149527.17	4.78840721	8.995708928	14.79745614	28.55594356	20.76181448	27.29005479	14.84214604	10.92843162	14.51255704	PLCH2																		
ENSG00000157881.13	351.4690892	379.6189168	355.1389474	275.0388248	349.7567208	338.7177389	272.8127797	233.7003069	225.7508874	PANK4																		
ENSG00000272449.1	31.60348759	33.28412303	32.76579574	61.6207203	67.07663139	83.47546172	15.5489149	14.29102596	8.062531691	AL139246.5																		
ENSG00000238164.6	80.44524114	82.76052214	88.78473684	39.07655434	191.6475183	97.92313779	14.13537718	5.884540103	16.12506338	TNFRSF14-AS1																		
ENSG00000157873.17	995.9886998	1026.410389	994.6004448	748.46631	704.3046296	688.6725592	156.9026867	156.360637	161.2506338	TNFRSF14																		
ENSG00000157870.14	317.9502388	349.0335064	260.0124436	425.3332645	412.0421643	398.1137405	555.5203233	581.7288216	491.00818	PRXL2B																		
ENSG00000215912.12	19.15362884	9.895279821	11.62657268	30.05888795	20.76181448	20.86886543	4.947382014	4.203242931	7.256278522	TTC34																		
ENSG00000130762.14	65.12233806	56.67296625	49.67717418	58.61483151	59.09131813	57.79070427	108.8424043	117.6908021	106.4254183	ARHGEF16																		
ENSG00000162591.15	47.8840721	38.68154839	47.56325188	112.7208298	52.70306752	69.02778565	207.7900446	208.4808494	185.4382289	MEGF6																		
ENSG00000158109.14	527.6824746	534.3451103	517.9109649	413.3097094	412.0421643	537.7746092	289.7752323	327.8529486	331.3700525	TPRG1L																		
ENSG00000116213.15	825.5214031	885.1777585	1000.942212	961.8844145	1023.71716	858.8340773	263.6247845	267.3262504	274.1260775	WRAP73																		
ENSG00000078900.14	19.15362884	9.895279821	24.31010652	33.06477675	38.32950365	46.55362288	159.7297622	210.1621465	140.2880514	TP73																		
ENSG00000227372.11	489.3752169	472.2747187	545.3919549	556.0894271	618.0632464	587.5388267	297.5496897	314.4025712	268.4823053	TP73-AS1																		
ENSG00000235169.7	10.53449586	18.89098875	14.79745614	13.52649958	17.56768917	22.47416277	38.87228726	30.2633491	46.76268381	SMIM1																		
ENSG00000130764.9	1025.676824	1041.703094	1058.018114	1242.935017	1137.108608	1035.416785	612.7686009	585.0914159	644.1962821	LRRC47																		
ENSG00000272153.1	22.98435461	37.7819775	53.9050188	25.55005476	41.52362896	57.79070427	12.01507061	6.725188689	8.062531691	AL365330.1																		
ENSG00000116198.12	443.4065077	406.6060435	503.1135088	393.7714322	488.7011716	443.0620661	411.3394761	363.1601892	409.5766099	CEP104																		
ENSG00000169598.15	36.3918948	41.38026107	26.42402882	6.011777591	9.582375913	24.07946011	54.42120216	50.43891517	62.08149402	DFFB																		
ENSG00000198912.10	301.6696543	248.2815664	319.2022682	323.1330455	210.8122701	205.4780596	262.2112468	316.924517	295.0886599	C1orf174																		
ENSG00000236423.5	3.830725768	1.799141786	5.284805764	9.017666386	12.77650122	11.23708139	7.774457451	4.203242931	4.837519015	LINC01134																		
ENSG00000131697.17	27.77276182	4.497854464	34.87971804	31.56183235	41.52362896	33.71124416	211.3238889	233.7003069	182.2132162	NPHP4																		
ENSG00000069424.14	124.4985875	93.55537285	102.5252318	112.7208298	252.3358991	86.6860564	385.8957971	417.8023473	375.7139768	KCNAB2																		
ENSG00000116254.17	13.40754019	11.69442161	10.56961153	22.54416596	14.37356387	28.89535213	72.7971925	73.13642699	93.52536762	CHD5																		
ENSG00000116251.9	3542.463654	3410.273255	5216.103289	6327.395914	5420.430642	7064.913597	4335.320182	3997.284027	4839.131521	RPL22																		
ENSG00000226944.1	11.49217731	17.09184696	14.79745614	15.02944398	3.194125304	20.86886543	7.774457451	8.406485861	3.225012676	RNF207-AS1																		
ENSG00000158286.12	324.6540089	422.7983196	341.3984524	263.0152696	274.6947762	293.7694134	260.0909402	279.0953306	311.2137233	RNF207																		
ENSG00000116237.15	1258.393415	1181.136582	1460.720313	1107.670021	967.8199673	1037.022082	2330.923698	2533.714839	2066.426872	ICMT																		
ENSG00000158292.6	168.5519338	166.4206152	113.0948434	118.7326074	110.197323	147.6873554	279.1736994	295.0676537	246.7134697	GPR153																		
ENSG00000097021.19	133.1177204	165.5210443	302.2908897	553.0835383	416.8333522	428.61439	978.1681011	969.2678198	853.0158529	ACOT7																		
ENSG00000069812.11	395.5224356	343.6360811	356.1959085	99.19433024	143.7356387	88.29135374	7.774457451	5.043891517	7.256278522	HES2																		
ENSG00000187017.15	13.40754019	11.69442161	17.9683396	49.59716512	35.13537835	78.6595697	48.06028243	54.6421581	63.69400036	ESPN																		
ENSG00000215788.9	52.67247931	36.88240661	19.02530075	52.60305392	59.09131813	30.50064947	23.32337235	32.78529486	35.47513944	TNFRSF25																		
ENSG00000171680.21	117.7948174	122.3416414	83.49993108	132.259107	167.6915785	142.8714633	106.7220977	92.47134447	116.1004564	PLEKHG5																		
ENSG00000162408.10	335.1885047	349.0335064	309.6896178	342.6713227	424.8186655	288.9535213	230.4066481	237.0629013	216.0758493	NOL9																		
ENSG00000173662.20	6.703770095	9.895279821	7.39872807	16.53238837	7.985313261	11.23708139	1.413537718	1.681297172	2.418759507	TAS1R1																		
ENSG00000204859.12	330.4000975	353.5313609	432.2971115	486.9539848	670.7663139	618.0394762	134.9928521	123.5753422	148.3505831	ZBTB48																		
ENSG00000162413.16	3220.68269	3058.541036	3465.77562	3797.940493	2734.171261	3273.201278	807.1300372	791.8909681	722.4028395	KLHL21																		
ENSG00000116273.5	402.2262057	393.1124802	354.0819862	318.6242123	373.7126606	296.980008	516.6480361	514.4769347	448.276762	PHF13																		
ENSG00000041988.15	278.6852996	286.0635439	305.4617732	359.203711	332.1890317	266.4793586	125.8048569	102.5591275	121.7442285	THAP3																		
ENSG00000007923.15	289.2197955	301.3562491	230.4175313	244.9799368	383.2950365	293.7694134	482.7231308	485.8948828	443.439243	DNAJC11																		
ENSG00000237436.1	10.53449586	8.995708928	12.68353383	42.08244313	27.15006509	49.76421756	7.067688592	4.203242931	4.031265846	CAMTA1-DT																		
ENSG00000171735.18	137.9061277	117.843787	124.721416	130.7561626	132.5562001	144.4767607	248.0758696	247.9913329	267.6760521	CAMTA1																		
ENSG00000049245.12	1406.834038	1378.142608	1531.53671	1796.018555	1478.880016	1708.036371	954.1379599	944.8890108	976.3725878	VAMP3																		
ENSG00000049246.14	32.56116903	39.58111928	39.10756266	46.59127633	19.16475183	22.47416277	76.33103679	61.36734679	81.43157008	PER3																		
ENSG00000049249.8	6.703770095	6.29699625	3.170883459	10.52061078	9.582375913	4.815892022	36.75198068	48.757618	9.675038029	TNFRSF9																		
ENSG00000116288.12	2131.79889	2307.39934	2396.130934	3491.339836	3491.178958	3226.647655	2337.991386	2363.063176	2359.903026	PARK7																		
ENSG00000116285.12	2475.606528	2481.916093	2303.118352	2630.152696	2539.329617	2783.585589	4883.066048	4705.110137	4800.431369	ERRFI1																		
ENSG00000238290.1	11.49217731	11.69442161	13.74049499	24.04711036	36.732441	35.3165415	4.240613155	5.884540103	3.225012676	AL034417.2																		
ENSG00000162426.14	24.89971749	31.48498125	24.31010652	15.02944398	7.985313261	16.05297341	23.32337235	23.53816041	16.12506338	SLC45A1																		
ENSG00000142599.17	527.6824746	604.51164	474.5755576	246.4828812	365.7273474	280.9270346	1078.529279	1160.095049	1119.885652	RERE																		
ENSG00000074800.13	13578.96517	14723.2768	14479.31083	24724.93829	32926.6407	24954.34716	23128.30415	23649.12602	22275.16256	ENO1																		
ENSG00000236269.1	14.36522163	13.49356339	23.25314536	25.55005476	20.76181448	24.07946011	1.413537718	3.362594344	1.612506338																			
ENSG00000180758.11	146.5252606	180.8137495	146.9176002	94.68549705	76.65900731	96.31784045	70.67688592	51.27956375	77.40030423	GPR157																		
ENSG00000228526.6	312.2041501	316.6489543	275.8668609	126.2473294	127.7650122	123.6078952	71.38365478	86.58680437	70.95027888	MIR34AHG																		
ENSG00000234546.3	26.81508038	20.69013053	34.87971804	9.017666386	47.91187957	28.89535213	12.72183947	11.76908021	9.675038029	LNCTAM34A																		
ENSG00000281937.1	5.746088653	3.598283571	9.512650376	9.017666386	4.791187957	3.210594682	0.706768859	2.521945758	0.806253169																			
ENSG00000049239.12	384.0302583	353.5313609	250.4997932	154.803273	162.9003905	187.8197889	886.2881495	809.5445884	784.4843335	H6PD																		
ENSG00000171621.13	108.218003	104.3502236	84.55689223	54.10599832	78.25606996	61.00129895	249.4894073	264.8043046	230.5884064	SPSB1																		
ENSG00000171612.6	185.7901998	155.6257645	152.202406	192.3768829	134.1532628	179.7933022	127.9251635	141.2289625	122.5504817	SLC25A33																		
ENSG00000188807.12	386.9033026	383.2172003	397.4173935	293.0741575	199.6328315	231.1628171	449.5049945	459.8347766	403.1265846	TMEM201																		
ENSG00000171608.15	107.2603215	80.96138035	89.84169799	85.66783067	57.49425548	62.60659629	81.98518767	99.19653316	79.01281057	PIK3CD																		
ENSG00000231789.2	6.703770095	12.5939925	4.227844611	16.53238837	4.791187957	20.86886543	12.72183947	12.60972879	17.73756972	PIK3CD-AS2																		
ENSG00000171603.16	872.4477937	823.1073669	620.4361967	643.2602022	592.510244	581.1176374	3603.107644	3539.130548	3654.745616	CLSTN1																		
ENSG00000178585.14	120.6678617	73.76481321	86.67081453	61.6207203	78.25606996	40.13243352	310.9782981	337.100083	322.5012676	CTNNBIP1																		
ENSG00000162441.11	145.5675792	165.5210443	110.980921	63.1236647	78.25606996	91.50194842	214.1509643	265.6449532	243.4884571	LZIC																		
ENSG00000228150.1	7.661451537	1.799141786	7.39872807	6.011777591	11.17943857	12.84237873	1.413537718	1.681297172	4.837519015	AL357140.2																		
ENSG00000173614.13	63.20697518	62.9699625	54.96197995	43.58538753	41.52362896	52.97481225	60.07535303	78.18031851	92.71911445	NMNAT1																		
ENSG00000130939.18	150.3559864	171.8180405	118.3796491	93.18255265	99.01788444	118.7920032	645.2799685	665.7936802	663.5463582	UBE4B																		
ENSG00000054523.17	484.5868097	388.6146257	266.3542105	150.2944398	143.7356387	131.6343819	749.8817596	786.006428	746.5904346	KIF1B																		
ENSG00000142657.20	2761.953279	2651.934992	2782.978715	3300.465897	2625.571	2985.853054	3137.346966	3100.311986	3224.206423	PGD																		
ENSG00000175279.21	3.830725768	5.397425357	9.512650376	16.53238837	4.791187957	8.026486704	18.37599034	23.53816041	23.3813419	CENPS																		
ENSG00000160049.11	452.9833221	507.3579835	456.607218	362.2095998	466.3422945	393.2978485	568.2421628	568.2784442	635.3274973	DFFA																		
ENSG00000142655.12	66.0800195	98.05322732	67.64551378	67.63249789	68.67369405	86.6860564	279.8804682	312.721274	323.3075208	PEX14																		
ENSG00000130940.14	28.73044326	15.29270518	13.74049499	19.53827717	19.16475183	3.210594682	57.95504646	55.48280668	50.79394965	CASZ1																		
ENSG00000120948.16	1328.30416	1353.854194	1061.188997	655.2837574	696.3193164	719.1732087	1518.846278	1563.60637	1419.005578	TARDBP																		
ENSG00000009724.16	40.22262057	44.07897375	67.64551378	85.66783067	124.5708869	85.08075906	5.654150874	10.92843162	4.837519015	MASP2																		
ENSG00000271895.2	12.44985875	15.29270518	30.65187343	42.08244313	31.94125304	22.47416277	2.120306578	3.362594344	2.418759507	AL109811.2																		
ENSG00000116649.9	828.3944474	1006.619829	904.7587468	1567.571007	1560.330211	1311.527927	999.3711669	1147.48532	749.8154473	SRM																		
ENSG00000171824.13	557.3705993	627.9004832	599.2969737	652.2778686	744.2311959	589.1441241	581.6707711	580.0475244	535.3521043	EXOSC10																		
ENSG00000230337.1	5.746088653	6.29699625	15.85441729	18.03533277	9.582375913	6.421189363	1.413537718	2.521945758	0.806253169	EXOSC10-AS1																		
ENSG00000198793.12	273.8968924	266.2729843	181.7973183	238.9681592	340.1743449	293.7694134	901.8370644	975.9930085	887.6847392	MTOR																		
ENSG00000120942.13	509.4865272	506.4584127	569.7020614	589.1542039	507.8659234	531.3534198	372.4671888	398.4674298	334.5950652	UBIAD1																		
ENSG00000204624.7	4.78840721	7.196567142	8.455689223	33.06477675	27.15006509	32.10594682	9.894764029	11.76908021	8.062531691	DISP3																		
ENSG00000116661.9	24.89971749	14.39313428	15.85441729	7.514721988	15.97062652	12.84237873	13.42860833	12.60972879	16.12506338	FBXO2																		
ENSG00000132879.13	1095.58757	1047.100519	1266.239461	943.8490817	1052.464288	898.9665108	236.7675678	203.4369578	241.0696976	FBXO44																		
ENSG00000116663.10	45.96870922	43.17940285	57.07590225	37.57360994	46.31481692	35.3165415	32.51136752	31.94464627	30.63762043	FBXO6																		
ENSG00000116670.14	339.9769119	320.2472378	443.9236842	566.6100379	404.056851	396.5084432	378.8281085	422.8462388	404.7390909	MAD2L2																		
ENSG00000177674.15	450.1102778	437.1914539	392.1325877	407.2979318	343.3684702	324.2700628	436.0763861	470.7632082	510.358256	AGTRAP																		
ENSG00000177000.10	387.860984	358.9287862	366.76552	297.5829907	333.7860943	309.8223868	228.9931104	176.5362031	208.0133176	MTHFR																		
ENSG00000011021.21	255.700945	267.1725552	207.164386	246.4828812	226.7828966	253.6369798	339.2490524	318.6058141	396.6765592	CLCN6																		
ENSG00000116685.15	956.7237606	922.959736	974.5181829	1227.905573	1328.756127	1049.864461	1010.679469	1007.937655	1077.960487	KIAA2013																		
ENSG00000083444.16	459.6870922	558.6335244	493.6008584	628.2307582	624.451497	696.6990459	1048.844987	1109.656134	1070.704209	PLOD1																		
ENSG00000116688.16	1730.530366	1692.99242	1732.35933	1221.893795	1328.756127	1274.606089	1151.326472	1271.060662	1169.873348	MFN2																		
ENSG00000116691.10	160.8904823	154.7261936	118.3796491	153.3003286	162.9003905	189.4250862	146.3011539	131.1411794	149.9630895	MIIP																		
ENSG00000048707.13	105.3449586	120.5424996	76.10120301	85.66783067	83.04725792	104.3443272	397.2040989	436.2966162	452.3080279	VPS13D																		
ENSG00000162496.8	366.7919923	407.5056144	306.5187343	207.4063269	282.6800894	244.0051958	792.99466	668.315626	1031.197803	DHRS3																		
ENSG00000272482.1	15.32290307	26.98712678	38.0506015	121.7384962	122.9738242	105.9496245	18.37599034	20.17556607	20.15632923	AC254633.1																		
ENSG00000116731.22	439.5757819	451.5845882	378.3920927	284.0564912	252.3358991	268.0846559	226.8728038	190.827229	255.5822546	PRDM2																		
ENSG00000189337.16	1.915362884	7.196567142	4.227844611	4.508833193	6.388250609	8.026486704	73.50396136	85.74615578	58.85648134	KAZN																		
ENSG00000175147.11	1.915362884	2.698712678	6.341766917	6.011777591	12.77650122	6.421189363	15.5489149	15.13167455	6.450025353	TMEM51-AS1																		
ENSG00000171729.13	89.06437411	86.35880571	42.27844611	28.55594356	36.732441	62.60659629	398.6176366	456.4721823	415.2203821	TMEM51																		
ENSG00000142621.19	3.830725768	2.698712678	3.170883459	3.005888795	9.582375913	9.631784045	12.01507061	11.76908021	11.28754437	FHAD1																		
ENSG00000142634.12	654.0964249	603.6120691	576.0438283	521.521706	543.0013018	593.9600161	1099.732345	1188.677101	1015.878993	EFHD2																		
ENSG00000132906.17	60.33393085	60.27124982	79.27208646	60.11777591	55.89719283	40.13243352	107.4288666	116.8501535	104.0066588	CASP9																		
ENSG00000116138.12	171.4249781	191.6086002	135.2910276	88.67371946	81.45019526	93.10724576	195.0682051	197.5524177	231.3946595	DNAJC16																		
ENSG00000197312.11	470.2215881	460.5802971	420.6705388	281.0506024	269.9035882	287.348224	335.0084393	331.2155429	370.0702046	DDI2																		
