"","gene_id","baseMean","logFC","lfcSE","P.Value","adj.P.Val","gene","entrez"
"22","ENSG00000002330",533.481365485317,-0.181977534287558,0.143686580153166,0.203170858192749,0.261110338318781,"BAD","572"
"23","ENSG00000002549",1815.74237218727,0.823708002156904,0.112470216161924,2.04018336103016e-13,9.99349420499948e-13,"LAP3","51056"
"24","ENSG00000002586",1074.80334360791,0.28512844650236,0.122663605379766,0.0196678246771081,0.0331132978858466,"CD99","4267"
"25","ENSG00000002587",154.27178304246,-2.51764479776565,0.296903228241009,3.76203295732922e-18,2.39960293180226e-17,"HS3ST1","9957"
"26","ENSG00000002726",0.186479960488515,-0.104226459825172,1.75421516963986,0.890522814489285,NA,"AOC1","26"
"27","ENSG00000002745",4.16081295184192,1.24105999662614,1.15354961076594,0.145315912944451,0.194747082397048,"WNT16","51384"
"28","ENSG00000002746",5.90650452904289,-0.0997815114304367,0.917377546112254,0.894217040487309,0.916246739077991,"HECW1","23072"
"29","ENSG00000002822",23.0394840831169,4.62943476074999,0.792722253042772,1.57731746075777e-10,6.42895650860361e-10,"MAD1L1","8379"
"30","ENSG00000002834",9468.7928943555,-2.05971342095916,0.0957375484684734,3.58896294301042e-103,4.39839604171074e-101,"LASP1","3927"
"31","ENSG00000002919",382.456649509582,0.0629373205452688,0.159204340045867,0.690887145639021,0.743148519924237,"SNX11","29916"
"32","ENSG00000002933",0.979507172982128,0.940122758840197,1.7961052240268,0.260806172168956,NA,"TMEM176A","55365"
"33","ENSG00000003056",2916.5524518021,0.889216419553768,0.098018978774273,9.63188271058167e-20,6.70434273259843e-19,"M6PR","4074"
"34","ENSG00000003096",63.7361262671737,-3.89052482351307,0.526266466497144,5.00282365778159e-15,2.69069633711875e-14,"KLHL13","90293"
"35","ENSG00000003137",7.48756630565014,0.0411664519224858,0.79417702135952,0.952004720526442,0.962604580839897,"CYP26B1","56603"
"36","ENSG00000003147",79.278640865275,-1.42354184398595,0.420964473702072,0.000407426270052966,0.000918874719828227,"ICA1","3382"
"37","ENSG00000003249",606.767529724486,-0.0808192975072576,0.152100050170606,0.593195689464061,0.655856108268796,"DBNDD1","79007"
"38","ENSG00000003393",875.171788707876,-0.250237700980934,0.121676386166303,0.0390489242998366,0.061437688076385,"ALS2","57679"
"39","ENSG00000003400",335.157229376605,1.78938708601674,0.172978883142416,1.86856159827462e-25,1.71043169362005e-24,"CASP10","843"
"40","ENSG00000003402",1567.62876609925,0.56291809645504,0.112354245990203,5.03026778087117e-07,1.56069977136382e-06,"CFLAR","8837"
"41","ENSG00000003436",1064.93422016304,-1.5369569815531,0.19781019172491,4.20207454781426e-15,2.26823976981225e-14,"TFPI","7035"
"42","ENSG00000003509",228.305789866655,0.0436844388968851,0.214540270348893,0.83694541835742,0.868352281387461,"NDUFAF7","55471"
"43","ENSG00000003756",744.516640925672,0.257505269222415,0.132226726694292,0.0505379267872669,0.0771111144488903,"RBM5","10181"
"44","ENSG00000003987",58.8601227021858,0.634680680814128,0.345428977548631,0.0587470539174193,0.0884604630322778,"MTMR7","9108"
"45","ENSG00000003989",269.516912531603,-2.82952395260509,0.227410341388221,1.62834716114671e-36,2.2966062810229e-35,"SLC7A2","6542"
"46","ENSG00000004059",1312.72972237601,0.444044056323186,0.134691295303495,0.000930305293936579,0.00199257550273376,"ARF5","381"
"47","ENSG00000004139",682.806181854015,0.0901378032088963,0.144618482117162,0.53111395241805,0.598567155160309,"SARM1","23098"
"48","ENSG00000004142",4078.84317110823,0.64749680378276,0.11196448011449,6.61996516124322e-09,2.39369293126248e-08,"POLDIP2","26073"
"49","ENSG00000004399",1545.61843937483,-1.16984695311562,0.143086554090492,2.07619516623111e-16,1.2094052415014e-15,"PLXND1","23129"
"50","ENSG00000004455",3728.21956973282,0.176834799558503,0.103953892332434,0.0881279536983175,0.125763287494643,"AK2","204"
"51","ENSG00000004478",5788.61926593196,1.33385611668021,0.143677508532652,1.03522603249003e-20,7.55574339874051e-20,"FKBP4","2288"
"52","ENSG00000004487",699.783871038883,-1.37330448061767,0.144730500259633,1.43635024772184e-21,1.09818589806134e-20,"KDM1A","23028"
"53","ENSG00000004534",492.253400037562,-1.07199998417605,0.169830595061737,2.05471570559895e-10,8.30505166563417e-10,"RBM6","10180"
"54","ENSG00000004660",93.0016623103279,-1.65716079399131,0.29980090905417,1.53420385377691e-08,5.39675498013819e-08,"CAMKK1","84254"
"55","ENSG00000004700",1261.38495963027,-0.144290548004529,0.129594709148528,0.263677764370363,0.327357208718671,"RECQL","5965"
"56","ENSG00000004766",248.094732070388,-1.27648638321426,0.240514013522229,7.24839542776762e-08,2.41766403711747e-07,"VPS50","55610"
"57","ENSG00000004776",60.7690002617017,3.10313169732635,0.41571343528277,6.03955539026106e-15,3.23039439369768e-14,"HSPB6","126393"
"58","ENSG00000004777",284.736619921788,0.0264010063844936,0.188633779868083,0.887777251358827,0.911349753499164,"ARHGAP33","115703"
"59","ENSG00000004779",1462.74443892875,1.28662358429234,0.128849393448527,1.1552462066531e-23,9.72178191105472e-23,"NDUFAB1","4706"
"60","ENSG00000004799",247.971391062476,0.368078665832361,0.22548250931066,0.0985534736530595,0.138480603097075,"PDK4","5166"
"61","ENSG00000004838",52.1434250210663,3.25293996784164,0.469407077418932,2.53249113366484e-13,1.23450996641248e-12,"ZMYND10","51364"
"62","ENSG00000004848",0.667870090824543,0.272280316750206,1.65662628762687,0.738004037451035,NA,"ARX","170302"
"63","ENSG00000004864",393.703151248717,-3.43840361299801,0.222971837708682,5.54090683777225e-55,1.53047849044199e-53,"SLC25A13","10165"
"64","ENSG00000004866",110.969935874931,-2.76755688922351,0.316521193535431,2.61245712773113e-19,1.77630198348236e-18,"ST7","7982"
"65","ENSG00000004897",1065.54232460922,-1.6436727538317,0.14837130546088,7.8233229859937e-29,8.27083802782231e-28,"CDC27","996"
"66","ENSG00000004948",5.05694105043684,-0.690973716029362,1.18862195313123,0.416568602940216,0.485961413512716,"CALCR","799"
"67","ENSG00000004961",858.945073986184,2.21949701211749,0.133660389836672,1.62121678059067e-62,5.91462989057687e-61,"HCCS","3052"
"68","ENSG00000004975",935.578535046336,-0.229681883039328,0.132836907510439,0.0825370035648946,0.118805473059999,"DVL2","1856"
"69","ENSG00000005001",3.83915713629792,1.70351923496965,1.29186592086787,0.0604811916191568,0.0908009136309011,"PRSS22","64063"
"70","ENSG00000005007",2156.50264399792,0.105552439990759,0.100444784989814,0.292199687862999,0.357892165718478,"UPF1","5976"
"71","ENSG00000005020",510.676512770743,-1.84698672455814,0.197449255508911,3.3327266528258e-21,2.49371716292946e-20,"SKAP2","8935"
"72","ENSG00000005022",6681.8415212328,-0.270500668646104,0.103692527711514,0.00891727230453737,0.0161322433966571,"SLC25A5","292"
"73","ENSG00000005059",134.598024374197,-1.44165732599051,0.267911785202324,4.24606807608829e-08,1.44742417835437e-07,"MCUB","55013"
"74","ENSG00000005075",638.404877492979,-0.090574201951883,0.181110633956012,0.614317839948667,0.67486480950977,"POLR2J","5439"
"75","ENSG00000005100",591.951073639697,-0.0592844545187621,0.147076931603104,0.6853976309358,0.738300490276282,"DHX33","56919"
"76","ENSG00000005108",64.2863337365882,-3.64887662473409,0.587155063886897,2.11920973750298e-11,9.17064947428869e-11,"THSD7A","221981"
"77","ENSG00000005156",466.057906064755,-0.597844669673339,0.148755377644006,5.3435294563333e-05,0.00013490274465459,"LIG3","3980"
"78","ENSG00000005175",539.417458133757,-1.14323857319061,0.153413208058751,6.59449351122497e-14,3.32503661243031e-13,"RPAP3","79657"
"79","ENSG00000005187",502.656726394954,-1.11867512307596,0.185621241094013,1.21493277893075e-09,4.64378394199632e-09,"ACSM3","6296"
"80","ENSG00000005189",153.123542578971,-0.904667872946573,0.274575386553241,0.000792363714905733,0.00171531592750044,"REXO5","81691"
"81","ENSG00000005194",1284.87656647604,1.07457239036138,0.124458423242823,4.4346904809258e-18,2.81894617386839e-17,"CIAPIN1","57019"
"82","ENSG00000005206",777.76509171752,0.974531591198428,0.141661766950594,4.74241799887919e-12,2.13569541205323e-11,"SPPL2B","56928"
"83","ENSG00000005238",357.450157669359,1.40238171543517,0.168843424313071,5.93973176806364e-17,3.55848287177349e-16,"FAM214B","80256"
"84","ENSG00000005243",155.938688117335,0.422812572102695,0.244977534190174,0.0800571151531522,0.115677766091832,"COPZ2","51226"
"85","ENSG00000005249",234.969350934959,-2.35443674043244,0.20858812091951,3.19670124897428e-30,3.5349942939818e-29,"PRKAR2B","5577"
"86","ENSG00000005302",301.447911640104,0.697392946204322,0.167794378302543,2.86159967857337e-05,7.43939300641162e-05,"MSL3","10943"
"87","ENSG00000005339",815.774434046,-2.15282445715698,0.163080848173028,2.40140002664383e-40,3.83950253784992e-39,"CREBBP","1387"
"88","ENSG00000005379",0.819051888415607,0.616231697042296,1.71390919772035,0.453318627941633,NA,"TSPOAP1","9256"
"89","ENSG00000005421",2.472690699744,0.231044778825923,1.34728141205073,0.788855048089348,0.827155980565007,"PON1","5444"
"90","ENSG00000005436",370.441429012236,0.369315604865279,0.159373770706964,0.0197493823833181,0.0332328806004965,"GCFC2","6936"
"91","ENSG00000005448",372.85108994611,-0.517378000652802,0.157525827703461,0.000954399873018553,0.00204106558189127,"WDR54","84058"
"92","ENSG00000005469",250.974156627384,0.542324514189819,0.225008456777828,0.0147208255325761,0.0254933434898762,"CROT","54677"
"93","ENSG00000005471",3.97246038132195,-0.0725816303018847,1.1005259599347,0.929573716703597,0.944843306703399,"ABCB4","5244"
"94","ENSG00000005483",840.525638781937,-1.31921705278528,0.156673298515135,2.39944359391503e-17,1.47387720126469e-16,"KMT2E","55904"
"95","ENSG00000005486",4432.12061769346,2.96654907921656,0.122344373513223,6.0588576851453e-131,1.54506991029473e-128,"RHBDD2","57414"
"96","ENSG00000005513",0.582993566735322,0.399104430662586,1.75544397430598,0.607388762787392,NA,"SOX8","30812"
"97","ENSG00000005700",798.919990716568,-1.40561247171492,0.136688450966798,5.02198092779202e-25,4.52157384104983e-24,"IBTK","25998"
"98","ENSG00000005801",780.059482198158,1.21133258841671,0.124704207498282,1.81712608586685e-22,1.45496876510607e-21,"ZNF195","7748"
"99","ENSG00000005810",411.331748179524,-1.85874337829677,0.205575372723889,6.02417673750532e-20,4.23520929866498e-19,"MYCBP2","23077"
"100","ENSG00000005812",1019.96614723663,0.519813198652124,0.123717589422814,2.47823806310995e-05,6.48886103933559e-05,"FBXL3","26224"
"101","ENSG00000005844",0.748920264874704,-0.257356617472671,1.62897609869761,0.754622431511107,NA,"ITGAL","3683"
"102","ENSG00000005882",565.571970541387,-1.16725369904871,0.164044870312967,7.8777589115923e-13,3.72507775767108e-12,"PDK2","5164"
"103","ENSG00000005884",13612.6020090154,-0.420370859124163,0.173375566716466,0.014616469104798,0.0253352131149832,"ITGA3","3675"
"104","ENSG00000005889",415.814821571148,-1.03722773701991,0.187179888120992,2.28112974313707e-08,7.90954559747816e-08,"ZFX","7543"
"105","ENSG00000005893",2448.65335180632,-0.0220468232813956,0.129035252723751,0.863815963643969,0.891260105300619,"LAMP2","3920"
"106","ENSG00000005961",9.61343411159877,0.922220978495541,0.770589156158367,0.168048342890141,0.221231082265448,"ITGA2B","3674"
"107","ENSG00000005981",1.33142025490001,-0.692252757421313,1.54689794208184,0.427627708171686,0.4970711874627,"ASB4","51666"
"108","ENSG00000006007",2347.37293864311,0.39080629722861,0.115974497460227,0.000723889963209177,0.0015768184651578,"GDE1","51573"
"109","ENSG00000006015",609.948237543102,0.881735932201407,0.196455997664498,5.88984823397382e-06,1.64594983966021e-05,"REX1BD","55049"
"110","ENSG00000006016",1051.91281270891,4.54834899303735,0.151819320659688,1.25783952828426e-198,1.13412202610945e-195,"CRLF1","9244"
"111","ENSG00000006025",677.336793333658,2.1354004038792,0.156156317808862,4.07461959444222e-43,7.20363069196696e-42,"OSBPL7","114881"
"112","ENSG00000006042",3.31794142379226,0.718676280882635,1.15110066801674,0.393017779327665,0.462322123500477,"TMEM98","26022"
"113","ENSG00000006047",1.64817731388058,1.98696447247964,1.74193148144029,0.0460020736013171,0.0709232580237466,"YBX2","51087"
"114","ENSG00000006062",1186.01630992103,-2.66040186555039,0.151314328564998,4.62142806666703e-70,2.10220852200137e-68,"MAP3K14","9020"
"115","ENSG00000006071",4.05875725793625,0.768677013964495,1.02677369493756,0.336739422352047,0.405133599728354,"ABCC8","6833"
"116","ENSG00000006118",3764.58802223424,0.491568435426679,0.122585197323348,5.71702570787258e-05,0.000143943383884463,"TMEM132A","54972"
"117","ENSG00000006125",5813.59865871653,-1.84951450218105,0.125082701757573,7.13371995178127e-50,1.61958537682257e-48,"AP2B1","163"
"118","ENSG00000006194",1127.77824245465,1.49345513941134,0.133493327850514,2.62276778510352e-29,2.81763385117972e-28,"ZNF263","10127"
"119","ENSG00000006210",841.173234243209,-1.34761984811417,0.210322434369569,9.20101832814540e-11,3.8192849179934e-10,"CX3CL1","6376"
"120","ENSG00000006282",4071.24579342662,0.652179490135065,0.095225068492107,6.71529078587732e-12,2.99795280601695e-11,"SPATA20","64847"
"121","ENSG00000006283",40.2347124430241,-0.277478859821684,0.549190210316047,0.587620260075968,0.650689112938194,"CACNA1G","8913"
"122","ENSG00000006327",3007.81404473019,1.65502363196841,0.13211786324217,2.57450932412586e-36,3.61089235538231e-35,"TNFRSF12A","51330"
"123","ENSG00000006377",1.00972640490999,0.77750180132272,1.6959184040523,0.359453636078636,NA,"DLX6","1750"
"124","ENSG00000006432",348.190004439282,-1.61183595025442,0.19591825129218,9.59843894015238e-17,5.68431127100838e-16,"MAP3K9","4293"
"125","ENSG00000006451",515.600602773426,-1.89498481963024,0.153097273791217,1.30285913631959e-35,1.78179749488214e-34,"RALA","5898"
"126","ENSG00000006453",1133.00579530642,-1.75620927382891,0.146458093167078,1.72860795098953e-33,2.17658036562003e-32,"BAIAP2L1","55971"
"127","ENSG00000006459",55.336737243936,0.10691537750692,0.378311494560608,0.77014831557607,0.811145781186211,"KDM7A","80853"
"128","ENSG00000006468",279.676624539821,-3.26081672596176,0.280233428233189,1.56591513358485e-32,1.89880372058036e-31,"ETV1","2115"
"129","ENSG00000006530",345.394047882434,-1.78049915673781,0.192796053561767,1.09553890841507e-20,7.98670958182122e-20,"AGK","55750"
"130","ENSG00000006534",619.703625999214,-1.06047575639022,0.139931797544152,2.63371451349169e-14,1.36251550425433e-13,"ALDH3B1","221"
"131","ENSG00000006576",278.176533412085,-3.22456412810274,0.279151270467137,4.41278272040131e-32,5.25495813958733e-31,"PHTF2","57157"
"132","ENSG00000006606",7.94449795860975,0.766194965045434,0.921791253935266,0.309309067224545,0.376509374286783,"CCL26","10344"
"133","ENSG00000006607",576.712311805708,-2.01557680732243,0.162486735247235,8.10293789872729e-36,1.11602165952684e-34,"FARP2","9855"
"134","ENSG00000006611",228.145891864894,-1.44329013741531,0.24731232544951,3.07372035712252e-09,1.13915361326945e-08,"USH1C","10083"
"135","ENSG00000006625",227.995642692356,-0.705367018490371,0.209592402782424,0.000671779888752037,0.00146901299882494,"GGCT","79017"
"136","ENSG00000006634",239.449869348787,-2.28404271085682,0.210801836624005,5.46080287717001e-28,5.55005754577432e-27,"DBF4","10926"
"137","ENSG00000006638",13.0916805020065,-0.651851191109917,0.668224577064112,0.278135215920876,0.342777723267681,"TBXA2R","6915"
"138","ENSG00000006652",1160.54350815148,1.26676294989799,0.149849319512848,1.87206839059626e-17,1.15867218899223e-16,"IFRD1","3475"
"139","ENSG00000006695",149.752329321607,-2.15813748816428,0.266154915995639,1.39412450921448e-16,8.2022995478044e-16,"COX10","1352"
"140","ENSG00000006704",243.556709698112,-3.55254775719233,0.24895644917239,1.41263370731667e-47,2.97442456838338e-46,"GTF2IRD1","9569"
"141","ENSG00000006712",1201.34777465533,1.00713523050479,0.12731226244168,1.98577947684688e-15,1.09341305719687e-14,"PAF1","54623"
"142","ENSG00000006715",663.28637888808,-2.30709378499415,0.146776925223513,2.56480819519722e-56,7.43411569413881e-55,"VPS41","27072"
"143","ENSG00000006740",20.2784880770407,-3.20522226649701,0.841292021415241,9.34429957999082e-06,2.56196988701616e-05,"ARHGAP44","9912"
"144","ENSG00000006744",1117.05744651648,0.0358596379016361,0.134862420852848,0.789453928722228,0.827646438458593,"ELAC2","60528"
"145","ENSG00000006747",38.4402901465998,-3.15495942244389,0.577860962880104,3.28747236789902e-09,1.21658644678948e-08,"SCIN","85477"
"146","ENSG00000006756",656.49174251703,-0.594674183724498,0.195406805516083,0.00213438215712986,0.00434238149237654,"ARSD","414"
"147","ENSG00000006757",618.866401761799,0.0533160648269634,0.173532061688768,0.757024296579963,0.799558021648235,"PNPLA4","8228"
"148","ENSG00000006831",1456.74805844334,-1.94019788779073,0.134253877870608,8.78413323106261e-48,1.85887868861196e-46,"ADIPOR2","79602"
"149","ENSG00000006837",55.9742657160089,3.76568344961561,0.437462740295168,2.72879681955254e-19,1.85340878413838e-18,"CDKL3","51265"
"150","ENSG00000007001",1.66968422940824,-0.987653488533568,1.48312931249294,0.271954351394626,0.336268830529926,"UPP2","151531"
"151","ENSG00000007047",312.084421168685,-1.19051849454423,0.201774742165847,2.51644634846821e-09,9.39101323184455e-09,"MARK4","57787"
"152","ENSG00000007062",9.90804770466137,-3.72802368264091,1.45443695813493,0.000415212892979773,0.000934849254986832,"PROM1","8842"
"153","ENSG00000007080",1127.18367678809,0.547557036472423,0.137506361066535,6.33857503317034e-05,0.000158785141186166,"CCDC124","115098"
"154","ENSG00000007168",1216.02563910599,-2.59969075462631,0.12673037887491,2.43518455258053e-94,2.2854523871542e-92,"PAFAH1B1","5048"
"155","ENSG00000007171",0.458243212332868,0.549531299540387,1.79647774409957,0.476219002003708,NA,"NOS2","4843"
"156","ENSG00000007174",5.05243690373852,1.0596007923426,0.979419265469803,0.175469404253762,0.229623708261998,"DNAH9","1770"
"157","ENSG00000007202",4534.63571157284,-0.246124611452228,0.0975951906294343,0.011488475396565,0.0203357637678738,"KIAA0100","9703"
"158","ENSG00000007216",11.3495255732151,-2.60930113026898,1.0563719053637,0.00181264265300002,0.00372472541247262,"SLC13A2","9058"
"159","ENSG00000007237",57.3111092487906,-3.89491717641084,0.591303921507482,1.57173773481043e-12,7.29145366648735e-12,"GAS7","8522"
"160","ENSG00000007255",681.314307322608,0.532639674813362,0.127592394334784,2.78244984379515e-05,7.24481525953511e-05,"TRAPPC6A","79090"
"161","ENSG00000007312",1.09589407122955,0.83041179840295,1.68855372559594,0.332763629023173,NA,"CD79B","974"
"162","ENSG00000007314",7.08090749965593,-0.219620747054664,0.936335798754587,0.772432195919312,0.813144158876614,"SCN4A","6329"
"163","ENSG00000007341",377.013063564239,0.718160307951151,0.158667198265803,5.27653140232063e-06,1.4806192262197e-05,"ST7L","54879"
"164","ENSG00000007372",10.2572918961493,-2.53483587347495,1.01403585086972,0.00183383926412171,0.00376582935269372,"PAX6","5080"
"165","ENSG00000007376",475.54977983315,-1.44333040080232,0.17270481147315,3.7237887100411e-17,2.25987427340619e-16,"RPUSD1","113000"
"166","ENSG00000007384",992.842175596266,0.995920202025113,0.127378450698886,4.17014920514486e-15,2.25148817008313e-14,"RHBDF1","64285"
"167","ENSG00000007392",745.570433291083,0.0367545273667985,0.13224277443041,0.78019907056166,0.819679805884298,"LUC7L","55692"
"168","ENSG00000007402",21.4721797144558,0.116961044123763,0.553793493299165,0.820486360317543,0.853884496215914,"CACNA2D2","9254"
"169","ENSG00000007516",667.588356785224,1.34619410781126,0.151017049754589,3.07723809429377e-19,2.08334547944598e-18,"BAIAP3","8938"
"170","ENSG00000007520",917.98792379382,-0.0451123335705405,0.1484319167252,0.760000289192146,0.801963105577635,"TSR3","115939"
"171","ENSG00000007541",604.143448215659,-0.238243684135295,0.140239067662162,0.0878928979029791,0.125484595400023,"PIGQ","9091"
"172","ENSG00000007545",209.477753346188,-0.261970400665116,0.191904925375952,0.168559096616778,0.221764706508269,"CRAMP1","57585"
"173","ENSG00000007866",465.757320324794,1.16584296411693,0.167451905611879,2.36627687216103e-12,1.08399611530715e-11,"TEAD3","7005"
"174","ENSG00000007923",576.543251329627,-0.459818303922364,0.163635528623772,0.00468811320695935,0.0089406334811071,"DNAJC11","55735"
"175","ENSG00000007944",1048.26762117383,2.25879123166569,0.171639321970464,3.59283172321629e-40,5.72630237906051e-39,"MYLIP","29116"
"176","ENSG00000007952",11.2434909379373,0.0648530043657131,0.707379816484616,0.917836305697676,0.935172143580738,"NOX1","27035"
"177","ENSG00000007968",127.769964157763,-3.07488663611795,0.351417263526487,1.59340589727225e-19,1.09461565394654e-18,"E2F2","1870"
"178","ENSG00000008018",2421.05217193819,0.264994153477093,0.114842391669956,0.0206378711624483,0.0346011220193366,"PSMB1","5689"
"179","ENSG00000008056",12.8403151653959,2.52691172537512,0.778962122604204,0.000182735119265561,0.000432851456274945,"SYN1","6853"
"180","ENSG00000008083",161.173778734797,-3.2012237888869,0.316461234516215,2.95707578049118e-25,2.68637406096727e-24,"JARID2","3720"
"181","ENSG00000008086",68.9466280933715,-2.55850757245831,0.399148012907317,2.26650214815546e-11,9.78121593715087e-11,"CDKL5","6792"
"182","ENSG00000008118",0.734630379736596,0.711072252529172,1.81131368611972,0.367170988085691,NA,"CAMK1G","57172"
"183","ENSG00000008128",68.6750266716712,3.52526743912696,0.40520620591653,1.46488595201853e-19,1.00852224555931e-18,"CDK11A","728642"
"184","ENSG00000008130",955.970832435559,0.541785891205241,0.128925391287555,2.45590712645147e-05,6.43439511357346e-05,"NADK","65220"
"185","ENSG00000008226",226.829857963008,1.02752050399591,0.203487513700139,3.37746963349323e-07,1.06744614881285e-06,"DLEC1","9940"
"186","ENSG00000008256",493.362778486545,-2.42975129806923,0.169032578037068,1.42823932935452e-47,3.00477750907369e-46,"CYTH3","9265"
"187","ENSG00000008277",125.5840092142,-1.81877758699982,0.308953053161814,1.57868529538156e-09,5.98610528194697e-09,"ADAM22","53616"
"188","ENSG00000008282",1664.60491841914,-0.472980579918185,0.124354708366155,0.000134915975130342,0.000325381038225126,"SYPL1","6856"
"189","ENSG00000008283",565.292842561145,-0.278472688013787,0.136917664818643,0.0410764400804621,0.0642951085790406,"CYB561","1534"
"190","ENSG00000008294",1363.47866108097,-2.20139772016632,0.117083815366677,1.90414670352137e-79,1.15004994442824e-77,"SPAG9","9043"
"191","ENSG00000008300",393.336194995897,1.39730701113998,0.170425961031963,1.45883554389818e-16,8.56705330105921e-16,"CELSR3","1951"
"192","ENSG00000008311",159.617103729181,-0.578927223147918,0.285322508288331,0.0385996192823616,0.060798976067039,"AASS","10157"
"193","ENSG00000008323",69.3823585716581,2.35145656435062,0.353517939110035,6.04795162511159e-12,2.70816932826476e-11,"PLEKHG6","55200"
"194","ENSG00000008324",198.035199296638,0.87931392348687,0.193670807551358,4.61384409564053e-06,1.30408764037775e-05,"SS18L2","51188"
"195","ENSG00000008382",218.131254163075,0.15015536659695,0.204789078250791,0.459064662715081,0.528069735039182,"MPND","84954"
"196","ENSG00000008394",5740.48065944212,0.657036954626029,0.105001411978169,3.52290755111686e-10,1.39973755170753e-09,"MGST1","4257"
"197","ENSG00000008405",372.119808656317,-1.49379107935724,0.209026539882665,4.93499235275769e-13,2.36187330687622e-12,"CRY1","1407"
"198","ENSG00000008438",2.95470996700853,0.71785428789725,1.23564126534756,0.404646388334849,0.473826656767236,"PGLYRP1","8993"
"199","ENSG00000008441",1883.22498741441,-2.9164697792039,0.133301813814199,3.85404149861978e-107,5.25941252292729e-105,"NFIX","4784"
"200","ENSG00000008513",463.712287246973,-3.22936547081639,0.201133872200552,3.11685047378033e-59,1.01141397250717e-57,"ST3GAL1","6482"
"201","ENSG00000008516",31.5671003725495,0.451201218693736,0.509486495113837,0.346505796904899,0.415103224288749,"MMP25","64386"
"202","ENSG00000008517",1214.44236235732,1.32669081626499,0.166669524995236,1.09108954031153e-15,6.08609070585614e-15,"IL32","9235"
"203","ENSG00000008710",1925.42185974028,0.0410764105614077,0.161306801534214,0.79780672715095,0.834531950845365,"PKD1","5310"
"204","ENSG00000008735",101.115552070117,1.60040020796344,0.303758603818252,6.83887968587735e-08,2.28650982054906e-07,"MAPK8IP2","23542"
"205","ENSG00000008838",1298.46887838508,-0.0849603754606294,0.154609489323611,0.580560051243349,0.644454076141651,"MED24","9862"
"206","ENSG00000008853",489.960738016325,-0.482081862253978,0.156673200573726,0.00196960924289656,0.00402596995758776,"RHOBTB2","23221"
"207","ENSG00000008869",225.192558592708,-1.33979694172177,0.225954919096073,1.89608870477882e-09,7.14457543893225e-09,"HEATR5B","54497"
"208","ENSG00000008952",2133.89605643846,0.643116154705608,0.110822866472446,5.88339589508175e-09,2.13439018202664e-08,"SEC62","7095"
"209","ENSG00000008988",24416.8345160028,1.38061974432311,0.0907510263898175,1.77007056787e-52,4.48666682293635e-51,"RPS20","6224"
"210","ENSG00000009307",7569.93235762816,-0.381070760880254,0.0947684793802658,5.58925088534482e-05,0.000140880818541749,"CSDE1","7812"
